"","fm_1","fm_2","fm_3","m_4","m_5","m_6"
"WBGene00021487",0,1,0,0,2,1
"WBGene00003676",0,2,1,0,2,1
"WBGene00021486",28,13,13,15,14,15
"WBGene00021493",0,0,1,0,1,0
"WBGene00018094",0,0,0,0,0,0
"WBGene00018099",2,0,1,0,0,0
"WBGene00018093",0,0,0,0,0,0
"WBGene00018096",0,0,0,14,9,11
"WBGene00018097",0,0,0,14,8,9
"WBGene00018098",0,0,0,3,1,1
"WBGene00018092",0,0,0,0,0,0
"WBGene00017722",0,0,0,0,0,0
"WBGene00000514",0,1,1,1,0,2
"WBGene00017721",0,0,0,0,0,0
"WBGene00017723",0,0,0,0,0,0
"WBGene00235326",0,0,0,0,0,0
"WBGene00194908",0,2,2,0,0,0
"WBGene00017720",0,0,0,0,0,0
"WBGene00017719",15,12,12,9,6,6
"WBGene00017724",0,1,1,0,1,0
"WBGene00268198",0,0,0,0,0,0
"WBGene00006117",0,0,0,0,0,0
"WBGene00016693",0,0,0,0,0,0
"WBGene00268199",0,0,0,0,0,0
"WBGene00016694",0,0,0,0,0,0
"WBGene00016692",0,0,0,0,0,0
"WBGene00016691",0,0,0,0,0,0
"WBGene00016689",0,0,0,0,0,0
"WBGene00016690",0,0,0,0,0,0
"WBGene00016695",0,2,0,0,0,0
"WBGene00006281",0,0,0,0,0,0
"WBGene00016696",0,0,0,0,0,0
"WBGene00044087",0,0,0,0,0,0
"WBGene00016687",0,0,0,0,0,0
"WBGene00016686",0,0,0,0,0,0
"WBGene00016685",0,0,0,0,0,0
"WBGene00016697",0,0,0,0,0,0
"WBGene00021165",0,0,0,0,0,0
"WBGene00021166",0,0,0,0,0,0
"WBGene00003612",1,0,0,0,0,1
"WBGene00021167",1,0,0,0,0,0
"WBGene00021168",0,0,0,0,0,0
"WBGene00021169",0,0,0,0,0,0
"WBGene00021164",0,0,0,0,0,1
"WBGene00003723",0,0,0,1,0,0
"WBGene00018415",0,0,0,0,0,1
"WBGene00018414",0,0,0,0,0,0
"WBGene00003646",0,0,1,0,0,0
"WBGene00003718",0,0,0,0,0,0
"WBGene00003693",0,0,0,0,0,0
"WBGene00003617",0,0,0,0,0,1
"WBGene00003716",1,1,0,0,0,0
"WBGene00003724",0,0,0,0,0,0
"WBGene00003686",0,0,1,1,0,0
"WBGene00018413",0,0,0,1,0,0
"WBGene00018262",0,0,0,2,0,0
"WBGene00018261",0,0,0,0,0,0
"WBGene00018264",0,0,0,0,0,0
"WBGene00018260",1,0,0,3,0,0
"WBGene00006279",0,0,0,0,0,0
"WBGene00023284",0,1,0,1,0,0
"WBGene00018265",0,0,0,0,1,0
"WBGene00202502",0,0,0,0,0,0
"WBGene00018266",0,0,0,0,0,0
"WBGene00021163",0,0,0,0,0,0
"WBGene00021162",0,0,0,0,0,0
"WBGene00044521",0,0,0,0,0,0
"WBGene00000027",0,0,0,0,0,0
"WBGene00003649",0,0,0,0,0,0
"WBGene00020853",0,0,0,0,0,0
"WBGene00020852",0,0,0,0,0,0
"WBGene00020851",0,0,0,0,0,1
"WBGene00020849",0,0,0,0,0,0
"WBGene00003705",0,0,1,0,0,0
"WBGene00020850",0,0,0,0,0,1
"WBGene00235117",0,0,0,0,0,0
"WBGene00021232",0,0,0,0,0,0
"WBGene00021235",0,0,0,0,0,0
"WBGene00021236",0,0,0,0,0,0
"WBGene00017500",0,0,0,0,0,0
"WBGene00017501",6,7,6,44,43,45
"WBGene00017498",1,1,1,20,15,15
"WBGene00017490",0,0,0,0,0,0
"WBGene00017499",0,0,0,1,0,0
"WBGene00017497",0,0,0,0,0,0
"WBGene00017491",0,0,0,0,0,0
"WBGene00017492",0,0,0,0,0,0
"WBGene00017493",0,0,0,0,0,0
"WBGene00021222",0,0,0,0,0,0
"WBGene00021224",0,0,0,0,0,0
"WBGene00021223",0,0,0,0,0,0
"WBGene00021221",0,0,0,0,0,0
"WBGene00021226",0,0,0,0,0,0
"WBGene00021227",0,0,0,0,0,0
"WBGene00021220",0,0,0,0,0,0
"WBGene00021219",0,0,0,0,0,0
"WBGene00044734",0,0,0,0,0,0
"WBGene00044099",0,0,0,0,0,0
"WBGene00021217",0,0,0,0,0,0
"WBGene00021228",0,0,0,0,0,0
"WBGene00021216",0,0,0,0,0,0
"WBGene00044735",0,0,0,0,0,0
"WBGene00005137",0,0,0,0,0,0
"WBGene00015731",0,0,0,0,0,0
"WBGene00005148",0,0,0,0,0,0
"WBGene00006170",0,0,0,0,0,0
"WBGene00006171",0,0,0,0,0,0
"WBGene00015730",0,0,0,0,0,0
"WBGene00018913",0,0,0,0,0,0
"WBGene00018912",0,0,0,0,0,0
"WBGene00018915",0,0,0,0,0,0
"WBGene00018911",0,0,0,0,0,0
"WBGene00018917",0,0,0,0,0,0
"WBGene00018910",0,0,0,0,0,0
"WBGene00018918",0,0,0,0,0,0
"WBGene00003521",0,0,0,0,0,0
"WBGene00018920",0,0,0,0,0,0
"WBGene00015273",0,0,0,0,0,0
"WBGene00015272",0,0,0,0,0,0
"WBGene00015271",0,0,0,0,0,0
"WBGene00015270",0,0,0,0,0,0
"WBGene00005138",0,0,0,0,0,0
"WBGene00006284",0,0,0,0,0,0
"WBGene00006136",0,0,0,0,0,0
"WBGene00006283",0,0,0,0,0,0
"WBGene00021571",0,0,0,0,0,0
"WBGene00021570",0,0,0,0,0,0
"WBGene00044131",0,0,0,0,0,0
"WBGene00021572",0,0,0,0,0,0
"WBGene00021573",0,0,0,0,0,0
"WBGene00021569",0,0,0,0,0,0
"WBGene00021568",0,0,0,0,0,0
"WBGene00021567",0,0,0,0,0,0
"WBGene00021566",0,0,0,0,0,0
"WBGene00006200",0,0,0,0,0,0
"WBGene00001758",1,1,0,10,8,4
"WBGene00021565",0,0,0,0,0,0
"WBGene00005607",0,0,0,0,0,0
"WBGene00005608",0,0,0,0,0,0
"WBGene00016233",0,0,0,0,0,0
"WBGene00016232",0,0,0,0,0,0
"WBGene00016231",0,0,0,0,0,0
"WBGene00016234",0,1,0,0,1,1
"WBGene00018760",0,3,1,2,0,5
"WBGene00018761",0,0,0,0,0,0
"WBGene00018762",0,1,3,0,0,1
"WBGene00000056",0,1,0,0,0,0
"WBGene00018758",1,0,0,2,0,0
"WBGene00005477",0,0,0,0,0,0
"WBGene00020961",0,0,0,0,0,0
"WBGene00206511",0,0,0,0,0,0
"WBGene00194896",0,0,0,0,0,0
"WBGene00302982",0,0,0,2,0,1
"WBGene00020957",1,1,7,4,2,3
"WBGene00020962",0,0,0,1,4,0
"WBGene00020955",0,3,1,2,2,1
"WBGene00003579",0,0,0,4,1,2
"WBGene00020954",0,0,0,1,1,0
"WBGene00020952",5,2,1,2,0,0
"WBGene00020953",3,1,0,0,0,0
"WBGene00021564",2,2,1,2,3,2
"WBGene00021563",1,1,2,1,5,2
"WBGene00021562",17,15,19,14,11,10
"WBGene00016048",2,3,5,7,5,9
"WBGene00016049",0,0,0,0,0,0
"WBGene00016050",0,0,0,0,0,0
"WBGene00016051",0,0,0,0,0,0
"WBGene00005217",0,0,0,0,0,0
"WBGene00005216",0,0,0,0,0,0
"WBGene00006081",0,0,0,0,0,0
"WBGene00006099",0,0,0,0,0,0
"WBGene00016052",0,1,1,1,2,1
"WBGene00005214",0,0,0,0,0,0
"WBGene00005213",0,0,0,0,0,0
"WBGene00005218",0,0,0,0,0,0
"WBGene00005219",0,0,0,0,0,0
"WBGene00005915",0,0,0,0,0,0
"WBGene00005917",0,0,0,0,0,0
"WBGene00005919",0,0,0,0,0,0
"WBGene00005215",0,0,0,0,0,0
"WBGene00019885",0,0,0,0,0,0
"WBGene00000977",0,1,0,3,4,2
"WBGene00019886",0,0,0,0,0,0
"WBGene00000978",0,0,0,0,0,0
"WBGene00005279",0,0,0,0,0,0
"WBGene00005606",0,0,0,0,0,0
"WBGene00019887",0,0,0,0,0,0
"WBGene00004130",10,10,13,20,19,25
"WBGene00018824",0,0,0,0,0,0
"WBGene00018823",1,3,3,6,10,5
"WBGene00268206",0,0,0,0,0,0
"WBGene00018825",0,0,0,0,0,0
"WBGene00018826",0,0,0,0,0,0
"WBGene00005259",0,0,0,0,0,0
"WBGene00020183",0,0,0,0,0,1
"WBGene00005749",0,0,0,0,0,0
"WBGene00005629",0,0,0,0,0,0
"WBGene00005627",0,0,0,0,0,0
"WBGene00005626",0,0,0,0,0,0
"WBGene00005628",0,0,0,0,0,0
"WBGene00020182",0,1,2,2,3,1
"WBGene00005635",0,0,0,0,0,0
"WBGene00005634",0,0,0,0,0,0
"WBGene00005633",0,0,0,0,0,0
"WBGene00005476",0,0,0,0,0,0
"WBGene00005478",0,0,0,0,0,0
"WBGene00005447",0,0,0,0,0,0
"WBGene00005448",0,0,0,0,0,0
"WBGene00005449",0,0,0,0,0,0
"WBGene00018138",10,8,6,3,5,2
"WBGene00018140",0,0,0,0,0,0
"WBGene00006104",0,0,0,0,0,0
"WBGene00002055",0,1,0,1,1,1
"WBGene00018139",0,0,0,0,0,0
"WBGene00005751",0,0,0,0,0,0
"WBGene00235329",0,0,0,0,0,0
"WBGene00005344",0,0,0,0,0,0
"WBGene00016281",0,0,0,0,0,0
"WBGene00006111",0,0,0,0,0,0
"WBGene00016282",0,0,0,0,0,0
"WBGene00016283",2,0,0,1,2,2
"WBGene00016284",0,0,0,0,0,0
"WBGene00005362",0,0,0,0,0,0
"WBGene00005261",0,0,0,0,0,0
"WBGene00016285",0,0,0,0,0,0
"WBGene00044602",0,0,0,0,0,0
"WBGene00016279",0,0,0,0,0,0
"WBGene00005453",0,0,0,0,0,0
"WBGene00005888",0,0,0,0,0,0
"WBGene00005890",0,0,0,0,0,0
"WBGene00005884",0,0,0,0,0,0
"WBGene00005308",0,0,0,0,0,0
"WBGene00005869",0,0,0,0,0,0
"WBGene00005454",0,0,0,0,0,0
"WBGene00005889",0,0,0,1,0,0
"WBGene00005891",0,0,0,0,0,0
"WBGene00005885",0,0,0,0,0,0
"WBGene00005309",0,0,0,0,0,0
"WBGene00005876",0,0,0,0,0,0
"WBGene00005870",0,0,0,0,0,0
"WBGene00005871",0,0,0,0,0,0
"WBGene00005865",0,0,0,0,0,0
"WBGene00005864",0,0,0,0,0,0
"WBGene00005886",0,0,0,0,0,0
"WBGene00005306",0,0,0,0,0,0
"WBGene00005868",0,0,0,0,0,0
"WBGene00005862",0,0,0,0,0,0
"WBGene00005867",0,0,0,0,0,0
"WBGene00005866",0,0,0,0,0,0
"WBGene00005859",0,0,0,0,0,0
"WBGene00005883",0,0,0,0,0,0
"WBGene00005882",0,0,0,0,0,0
"WBGene00019675",0,0,0,0,0,0
"WBGene00077758",0,0,0,0,0,0
"WBGene00019105",0,0,1,1,0,0
"WBGene00019104",0,0,0,0,0,0
"WBGene00019106",0,0,0,0,0,0
"WBGene00005755",0,0,0,0,0,0
"WBGene00019108",0,0,0,0,0,0
"WBGene00019103",0,0,0,0,0,0
"WBGene00016855",0,0,0,1,0,0
"WBGene00006271",0,0,0,0,0,0
"WBGene00016856",0,0,0,0,0,0
"WBGene00016857",0,0,0,0,0,0
"WBGene00005400",0,0,1,0,0,0
"WBGene00006105",0,0,0,0,0,0
"WBGene00016858",0,0,0,0,0,0
"WBGene00016859",0,0,0,0,0,0
"WBGene00016852",0,0,0,0,0,0
"WBGene00016850",0,0,0,0,0,0
"WBGene00016849",0,0,0,1,1,0
"WBGene00016860",0,0,0,0,0,0
"WBGene00022263",0,0,0,0,0,0
"WBGene00006128",0,0,0,0,0,0
"WBGene00006131",0,0,0,0,0,0
"WBGene00006130",0,0,0,0,0,0
"WBGene00022265",0,0,0,0,0,0
"WBGene00022262",0,0,0,0,0,0
"WBGene00022261",0,0,0,0,0,0
"WBGene00022266",0,0,0,0,0,0
"WBGene00044524",0,0,0,0,0,0
"WBGene00022267",0,0,0,0,0,0
"WBGene00017174",0,0,0,0,0,0
"WBGene00017173",0,0,0,0,0,0
"WBGene00017175",0,0,0,3,3,3
"WBGene00017172",0,0,0,0,0,0
"WBGene00016475",0,0,0,0,0,0
"WBGene00016476",0,0,0,0,0,0
"WBGene00016477",0,0,0,0,0,0
"WBGene00016479",0,0,0,0,0,0
"WBGene00016480",0,0,0,0,0,0
"WBGene00016474",0,1,0,1,1,0
"WBGene00016481",0,0,0,0,0,0
"WBGene00016483",0,0,0,0,0,0
"WBGene00016473",0,0,0,0,0,0
"WBGene00016484",0,0,0,0,0,0
"WBGene00016472",0,0,0,0,0,0
"WBGene00016471",0,0,0,0,0,0
"WBGene00002246",0,0,0,0,0,0
"WBGene00022260",1,2,0,4,6,4
"WBGene00022259",1,0,1,4,2,0
"WBGene00235321",0,0,1,2,1,0
"WBGene00022258",1,0,0,0,2,0
"WBGene00044525",0,0,0,0,0,0
"WBGene00019525",0,0,0,0,0,1
"WBGene00000168",7,3,4,1,0,1
"WBGene00019524",0,0,0,0,0,0
"WBGene00269352",0,0,0,0,0,0
"WBGene00019527",0,0,0,0,0,0
"WBGene00235094",0,0,0,0,0,0
"WBGene00006084",0,0,0,0,0,0
"WBGene00005599",0,0,0,0,0,0
"WBGene00001771",0,0,0,0,0,1
"WBGene00005595",0,0,0,0,0,0
"WBGene00005596",0,0,0,0,0,0
"WBGene00020875",0,0,0,0,0,0
"WBGene00020877",0,0,0,0,0,0
"WBGene00044526",1,0,0,0,0,0
"WBGene00020878",0,0,0,0,0,0
"WBGene00020874",0,0,0,0,0,0
"WBGene00020879",0,0,0,0,0,0
"WBGene00020880",0,0,0,0,0,0
"WBGene00020881",0,0,0,1,0,0
"WBGene00020882",0,0,0,0,0,0
"WBGene00020871",0,0,0,0,0,0
"WBGene00020870",0,0,0,0,0,0
"WBGene00020883",0,0,1,0,0,1
"WBGene00020869",1,1,2,1,0,1
"WBGene00269355",0,0,0,1,0,0
"WBGene00006127",0,0,0,0,0,0
"WBGene00018055",0,0,1,0,0,0
"WBGene00018057",0,0,0,0,0,0
"WBGene00018056",0,0,0,0,0,1
"WBGene00006013",0,0,0,0,0,0
"WBGene00018058",0,0,0,0,0,0
"WBGene00018053",0,0,0,0,0,0
"WBGene00018060",0,0,0,0,1,0
"WBGene00018061",0,0,0,0,0,0
"WBGene00018052",0,0,0,0,0,0
"WBGene00018062",0,0,0,0,0,0
"WBGene00018063",0,0,0,0,0,0
"WBGene00194898",0,0,0,0,0,0
"WBGene00015882",0,0,0,0,0,0
"WBGene00015883",0,0,0,0,0,0
"WBGene00015879",0,0,0,0,0,0
"WBGene00015878",0,0,0,0,0,0
"WBGene00015884",0,0,0,0,0,0
"WBGene00015877",0,0,0,0,0,0
"WBGene00015885",1,0,0,1,0,0
"WBGene00268213",0,0,0,0,0,0
"WBGene00006126",0,0,0,0,0,0
"WBGene00015886",0,0,0,0,0,0
"WBGene00015437",0,0,0,0,0,0
"WBGene00015435",0,0,0,0,0,0
"WBGene00015434",0,0,0,0,0,0
"WBGene00015433",0,0,0,0,0,0
"WBGene00006012",0,0,0,0,0,0
"WBGene00015438",0,0,0,0,0,0
"WBGene00020620",0,0,0,0,0,0
"WBGene00020618",0,0,0,0,0,0
"WBGene00020617",0,0,0,0,2,0
"WBGene00020616",0,0,0,0,0,0
"WBGene00020613",0,0,0,0,0,0
"WBGene00020612",0,0,0,0,1,0
"WBGene00020611",0,0,0,0,0,0
"WBGene00020609",0,0,0,0,0,0
"WBGene00020623",0,0,0,0,0,0
"WBGene00020608",0,0,0,0,0,0
"WBGene00020607",0,0,0,0,0,0
"WBGene00020624",0,0,0,0,0,0
"WBGene00005597",0,0,0,0,0,0
"WBGene00000478",0,0,0,0,0,0
"WBGene00017868",0,0,0,0,0,0
"WBGene00017867",0,0,0,0,0,0
"WBGene00001781",0,0,0,0,0,0
"WBGene00015315",0,0,0,0,0,0
"WBGene00044088",0,0,0,0,0,0
"WBGene00044089",0,0,0,0,0,0
"WBGene00015316",0,0,0,0,0,0
"WBGene00003096",4,3,1,6,1,0
"WBGene00044090",0,0,0,0,0,0
"WBGene00015317",0,0,0,0,0,0
"WBGene00015318",0,0,0,0,0,0
"WBGene00269378",0,0,0,0,0,0
"WBGene00015576",0,0,0,0,0,0
"WBGene00015578",0,0,0,1,0,0
"WBGene00015577",1,1,2,4,1,1
"WBGene00006256",0,0,0,0,0,0
"WBGene00006259",0,0,0,0,0,0
"WBGene00006257",0,0,0,0,0,0
"WBGene00006258",0,0,0,0,0,0
"WBGene00015574",0,0,0,0,0,0
"WBGene00020747",0,0,0,0,0,0
"WBGene00006286",0,0,0,0,0,0
"WBGene00020746",0,0,0,0,0,0
"WBGene00020748",0,0,0,0,0,0
"WBGene00003683",0,0,0,0,0,0
"WBGene00020749",0,0,0,0,0,0
"WBGene00020750",0,0,0,0,0,0
"WBGene00020752",0,0,0,0,0,0
"WBGene00005877",0,0,0,0,0,0
"WBGene00005533",0,0,0,0,0,0
"WBGene00001737",0,0,0,0,0,0
"WBGene00020756",1,0,0,1,0,0
"WBGene00001738",0,0,0,0,0,0
"WBGene00001739",0,0,0,0,0,0
"WBGene00020755",0,0,0,0,0,0
"WBGene00020744",0,0,0,0,0,0
"WBGene00020753",0,0,0,0,0,0
"WBGene00020754",0,0,0,0,0,0
"WBGene00018229",0,0,0,0,0,0
"WBGene00018228",0,0,0,0,0,0
"WBGene00001736",0,0,0,0,0,0
"WBGene00020696",64,49,55,22,24,17
"WBGene00004422",47,64,49,41,42,28
"WBGene00020695",3,3,3,0,2,1
"WBGene00044705",0,0,0,0,0,1
"WBGene00005423",0,0,0,0,0,0
"WBGene00005422",0,0,0,0,0,0
"WBGene00020697",0,0,0,0,0,0
"WBGene00020698",0,0,0,0,0,0
"WBGene00020699",0,0,0,0,0,0
"WBGene00020700",0,0,0,0,1,0
"WBGene00005984",0,0,0,0,0,0
"WBGene00019098",0,0,0,0,0,0
"WBGene00019099",0,0,0,0,0,0
"WBGene00019097",4,0,0,8,10,9
"WBGene00005932",0,0,0,0,0,1
"WBGene00019100",1,1,1,0,0,0
"WBGene00019101",0,0,0,0,0,0
"WBGene00006165",0,0,0,0,0,0
"WBGene00000062",0,0,0,0,0,0
"WBGene00006164",0,0,0,0,0,0
"WBGene00044527",0,0,0,0,1,0
"WBGene00194902",0,0,0,0,0,0
"WBGene00021081",0,0,0,0,0,0
"WBGene00021080",0,0,0,0,3,0
"WBGene00021079",0,0,0,0,3,0
"WBGene00021078",5,1,4,3,3,3
"WBGene00003025",1,8,3,3,1,2
"WBGene00020854",0,0,1,5,6,1
"WBGene00006096",0,0,0,0,0,0
"WBGene00020855",0,0,0,1,0,0
"WBGene00003479",8,5,0,1,0,0
"WBGene00021482",2,1,0,3,2,1
"WBGene00000498",2,4,3,2,0,0
"WBGene00021479",0,0,1,0,0,0
"WBGene00021478",0,0,0,0,0,0
"WBGene00019964",0,0,0,0,0,0
"WBGene00019961",0,0,0,0,0,0
"WBGene00019963",0,0,1,2,0,0
"WBGene00019962",0,2,3,4,1,3
"WBGene00019965",0,2,0,3,5,5
"WBGene00019970",0,0,0,0,0,0
"WBGene00019966",0,0,0,0,0,0
"WBGene00019967",0,0,0,0,2,0
"WBGene00019968",0,0,0,0,0,0
"WBGene00005754",0,0,0,0,0,0
"WBGene00005753",0,0,0,0,0,0
"WBGene00019179",0,0,0,0,0,0
"WBGene00019178",0,0,0,0,0,0
"WBGene00019180",0,0,0,0,0,0
"WBGene00019177",0,0,0,0,0,0
"WBGene00018543",0,0,0,0,0,0
"WBGene00018539",0,0,0,0,0,0
"WBGene00018541",0,0,0,0,0,0
"WBGene00018544",0,0,0,0,0,0
"WBGene00018545",0,0,0,0,0,0
"WBGene00018542",0,0,0,0,0,0
"WBGene00015900",0,0,0,0,0,0
"WBGene00015901",0,0,1,0,0,0
"WBGene00015902",0,0,0,0,0,0
"WBGene00003714",0,0,0,0,0,0
"WBGene00015906",0,0,0,0,0,0
"WBGene00015903",1,1,0,0,0,0
"WBGene00015905",0,0,0,0,0,0
"WBGene00015899",2,4,3,1,0,0
"WBGene00015898",1,0,0,0,0,0
"WBGene00015904",0,0,0,0,0,0
"WBGene00006260",0,0,0,0,0,0
"WBGene00005404",0,0,0,0,0,0
"WBGene00015897",0,0,1,0,0,0
"WBGene00005959",0,0,0,0,0,0
"WBGene00005958",0,0,0,0,0,0
"WBGene00005957",0,0,0,0,0,0
"WBGene00005956",0,0,0,0,0,0
"WBGene00005955",0,0,0,0,0,0
"WBGene00005954",0,0,0,0,0,0
"WBGene00019473",0,0,0,0,0,0
"WBGene00019472",0,0,0,1,2,0
"WBGene00019471",0,0,0,0,0,0
"WBGene00019470",0,0,0,0,0,0
"WBGene00020386",0,1,0,0,0,0
"WBGene00006274",0,0,0,0,0,0
"WBGene00015040",0,0,0,0,0,1
"WBGene00015041",0,0,0,0,0,0
"WBGene00015042",0,0,0,0,0,0
"WBGene00015043",0,0,2,1,1,1
"WBGene00015044",1,0,0,0,1,1
"WBGene00015045",0,0,0,1,1,0
"WBGene00006141",0,0,0,0,0,0
"WBGene00006142",0,0,0,0,0,0
"WBGene00015046",1,0,0,0,0,2
"WBGene00003769",5,1,2,0,0,4
"WBGene00003768",1,0,0,1,0,0
"WBGene00003767",1,2,2,0,3,1
"WBGene00003766",1,1,1,8,3,2
"WBGene00003765",6,3,6,4,5,5
"WBGene00019567",0,0,0,0,0,0
"WBGene00005953",0,0,0,0,0,0
"WBGene00005234",0,0,0,0,0,0
"WBGene00005233",0,0,0,0,0,0
"WBGene00005230",0,0,0,0,0,0
"WBGene00005836",0,0,0,0,0,0
"WBGene00019566",0,0,0,0,0,0
"WBGene00269424",0,0,0,0,0,0
"WBGene00019565",0,1,3,0,0,0
"WBGene00019564",0,0,0,0,0,0
"WBGene00016786",0,1,0,0,0,0
"WBGene00016785",0,0,1,1,0,0
"WBGene00269425",0,0,0,0,0,0
"WBGene00077593",0,0,0,0,0,0
"WBGene00016788",0,0,1,2,3,2
"WBGene00016783",0,0,0,1,0,0
"WBGene00016782",0,0,0,0,1,0
"WBGene00016781",1,0,2,6,1,8
"WBGene00005385",0,0,0,0,0,0
"WBGene00016789",0,0,0,0,0,0
"WBGene00017034",0,0,0,0,0,0
"WBGene00005421",0,0,0,0,0,0
"WBGene00018190",0,0,0,0,0,0
"WBGene00018189",0,0,0,0,0,0
"WBGene00005624",0,0,0,0,0,0
"WBGene00005623",0,0,0,0,0,0
"WBGene00194894",0,0,0,1,0,3
"WBGene00005881",0,0,0,0,0,0
"WBGene00005880",0,0,0,0,0,0
"WBGene00020239",0,0,0,0,0,0
"WBGene00020240",0,0,0,0,0,0
"WBGene00020241",0,0,0,0,0,0
"WBGene00020242",0,0,0,0,0,0
"WBGene00020243",0,0,0,0,0,0
"WBGene00020244",0,0,0,0,0,0
"WBGene00020237",3,0,1,0,0,0
"WBGene00003647",0,0,0,0,0,1
"WBGene00020236",0,0,0,0,0,0
"WBGene00044528",0,0,0,1,0,0
"WBGene00021554",8,5,0,1,1,1
"WBGene00021558",1,0,0,0,0,1
"WBGene00021557",0,0,0,0,0,0
"WBGene00043666",0,0,0,0,0,0
"WBGene00021556",0,0,0,1,2,2
"WBGene00021559",4,2,2,7,1,6
"WBGene00021560",1,1,4,1,1,1
"WBGene00021555",4,4,4,6,1,3
"WBGene00021561",2,5,3,3,1,6
"WBGene00003704",0,2,0,1,1,0
"WBGene00019276",0,1,1,1,2,1
"WBGene00019275",2,2,5,2,1,0
"WBGene00019274",2,2,1,1,1,1
"WBGene00269429",0,0,0,0,0,0
"WBGene00003747",0,1,1,1,2,0
"WBGene00003751",0,0,0,3,5,4
"WBGene00005415",0,0,0,0,0,0
"WBGene00017107",0,0,0,0,0,0
"WBGene00022528",0,0,0,0,0,0
"WBGene00022529",0,0,0,0,0,0
"WBGene00018554",0,0,0,0,0,0
"WBGene00018555",0,0,0,0,0,0
"WBGene00018556",0,0,0,0,0,0
"WBGene00018557",0,0,0,0,0,0
"WBGene00018558",0,0,0,0,0,0
"WBGene00018559",0,0,0,0,0,0
"WBGene00018552",0,0,0,0,0,0
"WBGene00005406",0,0,0,0,0,0
"WBGene00005407",0,0,0,0,0,0
"WBGene00206392",0,0,0,0,0,0
"WBGene00269432",0,0,0,0,0,0
"WBGene00022522",0,0,0,0,0,0
"WBGene00005405",0,0,0,0,0,0
"WBGene00022527",0,0,0,0,0,0
"WBGene00235310",0,0,0,0,0,2
"WBGene00003715",0,0,0,0,0,0
"WBGene00017060",0,0,0,0,1,0
"WBGene00017061",0,0,0,0,0,0
"WBGene00044529",0,0,0,2,2,3
"WBGene00017062",3,4,2,4,6,3
"WBGene00017981",3,2,3,2,2,2
"WBGene00017982",7,10,7,8,9,6
"WBGene00003159",26,21,17,2,2,2
"WBGene00017983",0,0,0,0,0,0
"WBGene00001722",0,0,0,0,0,0
"WBGene00044530",1,0,0,0,0,1
"WBGene00017984",25,17,16,7,10,8
"WBGene00017988",10,8,7,3,3,3
"WBGene00017985",7,2,5,0,1,0
"WBGene00017986",9,10,8,0,0,1
"WBGene00017987",0,0,0,0,0,0
"WBGene00017410",0,0,0,0,0,0
"WBGene00017411",0,0,0,0,0,0
"WBGene00195154",0,0,0,0,0,0
"WBGene00044531",0,0,0,1,0,0
"WBGene00017412",0,0,0,0,0,0
"WBGene00017413",1,0,1,1,0,0
"WBGene00017414",0,0,0,0,0,1
"WBGene00003708",0,0,0,0,0,1
"WBGene00021617",0,0,0,0,0,0
"WBGene00195160",0,0,0,0,0,0
"WBGene00001714",0,0,0,0,0,0
"WBGene00235165",0,0,0,1,2,0
"WBGene00021619",0,1,1,0,1,0
"WBGene00021620",0,0,0,0,1,0
"WBGene00021616",0,0,0,0,1,0
"WBGene00004820",3,0,3,0,0,1
"WBGene00004813",1,2,0,0,0,0
"WBGene00021621",0,0,0,1,0,0
"WBGene00269437",0,0,0,0,0,0
"WBGene00021623",0,0,0,2,7,3
"WBGene00021624",0,0,0,2,1,1
"WBGene00021627",0,0,1,1,3,0
"WBGene00021625",1,0,1,3,2,0
"WBGene00044637",2,0,1,0,0,1
"WBGene00021626",2,3,5,1,0,3
"WBGene00019224",0,0,0,0,0,0
"WBGene00020370",0,0,0,0,0,1
"WBGene00006101",0,0,0,0,0,0
"WBGene00020369",7,6,2,1,8,11
"WBGene00006796",2,2,0,1,5,0
"WBGene00020904",0,0,0,0,1,0
"WBGene00004947",4,1,7,2,3,3
"WBGene00044586",0,0,0,0,0,0
"WBGene00022018",0,0,0,0,0,0
"WBGene00022016",0,0,0,0,0,0
"WBGene00022019",5,5,5,5,3,1
"WBGene00022015",1,0,5,3,2,5
"WBGene00022020",0,0,0,0,0,0
"WBGene00022014",0,2,2,2,0,0
"WBGene00022022",1,0,1,1,1,1
"WBGene00022021",4,2,2,3,2,2
"WBGene00018814",1,0,0,1,0,1
"WBGene00018812",4,6,7,2,2,2
"WBGene00018811",16,16,20,10,21,14
"WBGene00004928",0,0,0,0,0,0
"WBGene00018297",1,0,1,2,4,0
"WBGene00044533",0,0,0,0,0,0
"WBGene00000712",24,59,41,19,36,13
"WBGene00018296",0,0,0,0,0,2
"WBGene00269385",0,0,0,0,0,0
"WBGene00005965",0,0,0,0,0,0
"WBGene00005964",0,0,0,0,0,0
"WBGene00005968",0,0,0,0,0,0
"WBGene00219236",0,0,0,0,0,0
"WBGene00219235",0,0,0,0,0,0
"WBGene00019356",0,0,0,0,0,0
"WBGene00019355",0,1,0,2,2,0
"WBGene00006392",0,3,1,0,1,0
"WBGene00019354",2,5,2,0,0,0
"WBGene00019353",5,4,4,5,2,0
"WBGene00019357",3,4,2,2,1,1
"WBGene00022584",1,0,0,0,0,0
"WBGene00018211",0,0,0,0,0,0
"WBGene00004195",0,1,0,0,0,0
"WBGene00018210",0,0,0,0,0,1
"WBGene00018209",0,0,0,0,0,0
"WBGene00006570",0,0,0,0,0,0
